	Signature.1	Signature.2	Signature.13	Signature.3	Signature.8	Signature.5	Signature.18	Signature.17	Signature.6	Signature.15	Signature.20	Signature.26	Signature.30
SD1537 0.8201211 0.06063322 0 0 0 0 0 0 0.1070131 0 0 0 0
SD1577 0.8210496 0 0 0 0 0 0 0 0 0.1662682 0 0 0
SD0048 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0376 0.9209883 0 0 0 0 0 0 0 0 0.0790117 0 0 0
SD0816 0.822327 0.177673 0 0 0 0 0 0 0 0 0 0 0
SD0865 0.997936 0 0 0 0 0 0 0 0 0 0 0 0
SD0878 0.7376754 0 0 0 0.1006901 0 0 0 0.1616345 0 0 0 0
SD1263 0.7296609 0 0 0 0 0 0 0 0.2703391 0 0 0 0
SD1429 0.6378208 0.1117362 0 0 0 0 0 0 0.1439257 0 0 0.1065172 0
SD1445 0.7533127 0 0 0.1057974 0 0 0 0 0 0.08679838 0 0 0
SD0610 0.9895431 0 0 0 0 0 0 0 0 0 0 0 0
SD0734 0.7339012 0 0 0.2525408 0 0 0 0 0 0 0 0 0
SD0791 0.9034927 0 0 0 0 0 0 0 0 0 0 0 0
SD0898 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1121 0 0 0 0.4400009 0.3964021 0 0 0.08103496 0 0 0 0 0.08256212
SD1459 0.893031 0 0 0 0 0 0 0 0 0.106969 0 0 0
SD1561 0.7045052 0 0 0 0 0 0 0 0 0 0 0.1576859 0
SD0034 0.6398045 0 0 0.2305187 0.07347966 0 0 0 0 0 0 0 0
SD0697 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0761 0 0 0 0.2547147 0 0 0 0 0.6080566 0.09730204 0 0 0
SD0868 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0937 0.6552909 0.193034 0 0 0 0 0 0 0 0.09395835 0 0 0
SD0943 0.1666385 0.09311503 0.1423522 0 0 0 0 0 0.3329084 0.1412411 0 0.1237449 0
SD1332 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1466 0.4130264 0.1017864 0 0 0 0 0.07113246 0 0.4140547 0 0 0 0
SD1479 0.244703 0 0 0.3772783 0 0 0 0 0 0.1621701 0 0.1618187 0
SD1498 0.4953958 0.1060654 0 0.06652329 0 0 0 0.0607864 0.2116751 0 0 0 0
SD0088 0.7064399 0 0 0 0 0.1341719 0 0 0.1097884 0 0 0 0
SD0629 0.5608294 0 0 0 0 0 0 0 0 0.4037664 0 0 0
SD0927 0.5365198 0 0 0 0 0.4266563 0 0 0 0 0 0 0
SD1077 0.7547127 0 0 0 0 0 0 0 0 0.2452873 0 0 0
SD1197 0.8555777 0 0 0.1170701 0 0 0 0 0 0 0 0 0
SD1448 0.4771435 0.08384451 0.2826712 0 0 0 0.1175856 0 0 0 0 0 0
SD1590 0.7933187 0 0 0 0.114528 0 0 0 0 0 0 0 0
SD0214 0.5202905 0 0.141646 0 0 0 0 0 0.1279861 0 0 0 0.1716146
SD0297 0.8020357 0 0 0 0 0 0 0.06065716 0 0 0 0 0.1258116
SD0323 0.931716 0 0 0 0 0 0 0 0 0 0 0 0
SD0549 0.6486561 0 0 0 0 0.1392641 0 0 0.1656543 0 0 0 0
SD0659 0.9173648 0.08263519 0 0 0 0 0 0 0 0 0 0 0
SD0860 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1057 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1125 0.7562815 0 0 0 0 0 0 0 0 0.2437185 0 0 0
SD1287 0.4684056 0 0 0.4042948 0 0 0 0 0 0.1272996 0 0 0
SD1322 0.2387569 0 0 0 0 0 0 0 0.5505154 0.06336611 0 0 0.1071998
SD1403 0.5728554 0 0 0 0.2654323 0 0 0 0 0 0 0.1617124 0
SD1444 0.7723034 0 0 0 0 0 0 0 0.2276966 0 0 0 0
SD0142 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0247 0.9865528 0 0 0 0 0 0 0 0 0 0 0 0
SD0299 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0326 0.585216 0 0.1215095 0 0 0 0.07556758 0 0 0.1044704 0 0 0.07881276
SD0487 0.4662741 0 0.13143 0.08932308 0 0 0 0 0 0.3129728 0 0 0
SD0873 0.684313 0 0 0 0 0 0 0 0 0 0.2455178 0 0
SD0942 0.5405133 0 0 0 0.3215542 0 0 0 0 0 0 0 0
SD1203 0 0 0 0 0 0.3241841 0 0 0.5053741 0 0 0.1704418 0
SD1396 0 0 0 0.2196611 0 0.3435759 0.09492331 0 0.2150271 0 0 0 0.1013023
SD1491 0.367201 0 0 0 0 0.327855 0 0 0 0 0 0 0.2725883
SD0504 0.526062 0.1241646 0 0 0 0 0 0.1262088 0 0 0.1168726 0 0.07736569
SD0703 0.6390587 0 0 0 0 0.2007368 0 0 0.1419541 0 0 0 0
SD1025 0.2174798 0 0 0 0 0 0 0 0 0.75354 0 0 0
SD1200 0.7658347 0.0613066 0.09599561 0 0 0 0 0 0 0.0768631 0 0 0
SD1214 0.9905459 0 0 0 0 0 0 0 0 0 0 0 0
SD1387 0.4104536 0 0 0.1986905 0 0 0 0 0 0 0 0 0.2858738
SD1508 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0014 0.6516666 0 0 0 0 0 0 0.08623895 0 0 0.2180484 0 0
SD0015 0.7823122 0 0 0 0 0 0 0 0 0.2161495 0 0 0
SD0078 0.5477788 0 0 0 0 0 0 0 0 0.4522212 0 0 0
SD0113 0.9693182 0 0 0 0 0 0 0 0 0 0 0 0
SD0177_Lt 0.1625003 0.1064439 0 0.2976804 0 0 0 0 0.2619806 0.07620301 0 0 0.0951918
SD0182 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0404 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0556 0.9181185 0 0 0 0 0 0 0 0 0 0 0 0
SD0886 0.5214255 0 0 0.1398415 0 0.0997221 0 0 0 0 0 0.1904447 0
SD0984 0.893118 0 0 0 0 0 0 0.106882 0 0 0 0 0
SD1226 0.9233337 0 0.07666629 0 0 0 0 0 0 0 0 0 0
SD1586 0.8548921 0 0 0 0 0 0 0 0.1451079 0 0 0 0
SD1012 0.9283352 0 0 0 0 0 0 0.07166485 0 0 0 0 0
SD1425 0.4843456 0 0 0 0 0 0 0 0.4384702 0.0771842 0 0 0
SD0131 0.5273255 0 0 0 0.16749 0 0 0 0 0.2871326 0 0 0
SD0218 0.9908795 0 0 0 0 0 0 0 0 0 0 0 0
SD0389 0.1994746 0 0 0.1597624 0 0 0 0 0.3788789 0 0 0 0.2021347
SD0569 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0798 0.5609876 0 0.2317627 0 0.1527568 0 0 0 0 0 0 0 0
SD1350 0 0 0 0 0 0.398334 0 0 0.5091775 0 0 0 0
SD1382 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1409 0.6009195 0 0 0.2387874 0 0 0 0.07706471 0 0.0832284 0 0 0
SD0106 0.4386859 0 0.1120951 0 0 0 0 0 0 0.449219 0 0 0
SD0259 0.9196786 0 0 0 0 0 0 0 0.08032136 0 0 0 0
SD0879 0.3643383 0.06606934 0 0.1569221 0 0 0.06513651 0 0 0.2605507 0 0 0
SD0917 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1415 0.812479 0 0 0 0 0 0.07846177 0 0 0 0 0.1090593 0
SD1573 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0281 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0283 0.638616 0 0 0 0 0 0.08672786 0.1005784 0 0.1432358 0 0 0
SD0358 0.9392941 0 0 0 0 0 0 0 0 0 0 0 0
SD0623 0.9678898 0 0 0 0 0 0 0 0 0 0 0 0
SD0633 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0740 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0752 0.4216219 0 0 0 0 0 0 0 0 0 0.1927088 0.1419723 0.2192565
SD0788 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0855_Rt 0.9848046 0 0 0 0 0 0 0 0 0 0 0 0
SD0893 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0972 0.5995872 0 0 0.2296297 0 0 0 0 0 0 0 0.1707832 0
SD1269 0.9231884 0 0 0 0 0 0 0 0 0.07632878 0 0 0
SD1281 0.8920171 0.1079829 0 0 0 0 0 0 0 0 0 0 0
SD1398 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1566 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1588 0.822986 0 0 0.123743 0 0 0 0 0 0 0 0 0
SD0058 0.8477012 0.1522988 0 0 0 0 0 0 0 0 0 0 0
SD0134 0.1517225 0 0.1337469 0 0 0.3022151 0 0 0.2481133 0.07648368 0 0 0.08771843
SD0419 0.9926323 0 0 0 0 0 0 0 0 0 0 0 0
SD0792 0.7758252 0 0 0.154799 0 0 0 0 0 0 0 0 0
SD0861 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0994 0.7822682 0 0 0 0 0 0 0 0 0.1305231 0 0 0
SD0995 0.9181958 0 0.08180421 0 0 0 0 0 0 0 0 0 0
SD1160 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1237 0.7797807 0 0 0.183718 0 0 0 0 0 0 0 0 0
SD1334 0.8769525 0 0 0 0.09763916 0 0 0 0 0 0 0 0
SD1379 0.4971596 0 0 0 0.3849553 0 0 0 0 0.06065008 0 0 0
SD1497 0.5006299 0 0 0 0 0.332711 0 0 0.1225765 0 0 0 0
SD1517 0.8067324 0 0 0 0 0 0 0 0 0 0 0.1932676 0
SD0029 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0638 0.4713502 0 0 0 0 0 0 0.1117008 0 0.3115971 0 0.1053519 0
SD1009 0.2817225 0.08261634 0 0 0 0.1761323 0 0 0 0.1726227 0 0.2869062 0
SD1177 0.8444291 0.1401176 0 0 0 0 0 0 0 0 0 0 0
SD1193 0.6015218 0.2565185 0 0 0 0 0 0.08854496 0 0 0 0 0
SD1294 0.9892582 0 0 0 0 0 0 0 0 0 0 0 0
SD1386 0.893385 0 0 0 0 0 0 0 0 0 0 0 0
SD0045 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0053 0.398227 0 0 0 0 0 0 0 0 0.601773 0 0 0
SD0330 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0522 0.5343501 0 0 0 0 0 0 0 0.199309 0.1648627 0 0 0.06200507
SD0773 0.9706101 0 0 0 0 0 0 0 0 0 0 0 0
SD0043 0.3292828 0.1429616 0 0 0 0.4218755 0 0 0.1058801 0 0 0 0
SD0075 0.6495857 0 0 0.3279548 0 0 0 0 0 0 0 0 0
SD0220 0.9645767 0 0 0 0 0 0 0 0 0 0 0 0
SD0361 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0675 0.6757941 0 0 0 0 0 0 0 0 0.296912 0 0 0
SD0741 0.6361196 0 0 0.1727448 0 0 0 0 0 0.17414 0 0 0
SD1155 0.8182622 0 0 0 0 0 0 0 0 0.1817378 0 0 0
SD1359 0.6473001 0 0 0.2259736 0 0 0 0 0 0 0.1047365 0 0
SD1414 0.4283461 0 0 0 0 0 0 0 0.1219234 0.4164319 0 0 0
SD0325 0.3183771 0 0 0.3642479 0 0 0 0 0.06170587 0 0.1096002 0.1460689 0
SD0328 0.9067141 0 0 0 0 0 0.09328587 0 0 0 0 0 0
SD0433 0.931272 0 0 0 0 0 0 0 0 0 0 0 0
SD0829 0.7112213 0.1967986 0 0 0 0 0 0 0 0 0.09198014 0 0
SD0914 0 0.08399336 0.5753938 0 0 0.2367844 0.1038285 0 0 0 0 0 0
SD0946 0.6375808 0 0 0.1008278 0 0 0 0 0 0.231707 0 0 0
SD1128_Lt 0 0 0 0 0.1601645 0.3632202 0 0 0 0 0 0.4465948 0
SD1164 0.7491429 0 0 0 0 0.2508571 0 0 0 0 0 0 0
SD1538 0.8396891 0.1136624 0 0 0 0 0 0 0 0 0 0 0
SD0129 0.7422624 0 0 0 0 0 0 0 0.2545737 0 0 0 0
SD1306 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0152 0 0 0 0 0 0.3354153 0 0 0 0.6452975 0 0 0
SD0231 0 0 0 0 0.184546 0 0 0 0.7982683 0 0 0 0
SD0357 0.6622496 0 0.1140103 0 0 0 0 0 0 0 0 0 0.1901592
SD0961 0.989509 0 0 0 0 0 0 0 0 0 0 0 0
SD1010 0.6542625 0 0 0.2653368 0 0 0 0.08040064 0 0 0 0 0
SD1474 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0044 0.6086985 0 0 0 0 0 0 0 0.3033608 0.08794072 0 0 0
SD0122 0.5311593 0 0 0.2628994 0 0 0 0 0 0.159648 0 0 0
SD0138 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0480 1 0 0 0 0 0 0 0 0 0 0 0 0
SD0818 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1559 0.9605723 0 0 0 0 0 0 0 0 0 0 0 0
SD0102 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1019 0.7672235 0 0.1070989 0 0.07368806 0 0 0 0 0 0 0 0
SD1249 0.8706598 0 0 0 0 0 0 0 0 0 0.1203421 0 0
SD1254 1 0 0 0 0 0 0 0 0 0 0 0 0
SD1331 0.5674508 0.4105238 0 0 0 0 0 0 0 0 0 0 0
